url,fecha,handle,partido,texto,direccion_antes,conf_antes,direccion_despues,conf_despues,voz,contexto
https://x.com/elmundoes/status/2088659834887430638,2026-08-15,@elmundoes,PSOE,La Guardia Civil confirma 15 violaciones en Ceuta desde la entrada masiva y un detenido con delitos por terrorismo https://t.co/tfAJof8Qio,perjudica,0.64,perjudica,0.52,tercero,Guardia Civil = Fuerzas y Cuerpos de Seguridad del Estado / Ministerio del Interior (PSOE).
https://x.com/elespanolcom/status/2023485873279693274,2026-02-16,@elespanolcom,PSOE,"🔴 #EXCLUSIVA | Pedro Sánchez y Begoña Gómez montaron una trama de influencias entre la Organización Mundial del Turismo (OMT), Air Europa y República Dominicana.

EL ESPAÑOL ha tenido acceso en exclusiva al móvil de Koldo García que así lo indica.

👉 En esta primera entrega de https://t.co/bCz0C7yZSE",perjudica,1.0,perjudica,1.0,tercero,"Pedro Sánchez = PSOE. | Begoña Gómez = Caso Begoña Gómez, PSOE. | Organización Mundial del Turismo (OMT) = Caso Begoña Gómez / Caso Koldo, PSOE. | Air Europa = Caso Koldo, PSOE. | Koldo García = Caso Koldo, PSOE."
https://x.com/elmundoes/status/2059310565525258745,2026-05-26,@elmundoes,PSOE,#ÚltimaHora 🔴 Un chat de Signal interceptado y 5 toneladas de oro expoliadas a Venezuela destaparon a Zapatero y la presunta trama de blanqueo https://t.co/FiETt2WWsM,perjudica,1.0,perjudica,1.0,tercero,Zapatero = PSOE / Trama de blanqueo y oro de Venezuela.
https://x.com/elconfidencial/status/2062136767004717231,2026-06-03,@elconfidencial,PSOE,"ÚLTIMA HORA | Interior ordenó a la UCO que no investigara la corrupción del Gobierno ni de la familia de Sánchez
https://t.co/iY3YoiOxTP",perjudica,1.0,perjudica,0.99,tercero,"Interior = Ministerio del Interior, PSOE. | UCO = Guardia Civil / Caso Koldo y Caso Begoña Gómez. | Sánchez = PSOE / Caso Begoña Gómez y Caso David Sánchez."
https://x.com/eldiarioes/status/2077063100151349340,2026-07-14,@eldiarioes,PP,"🔴 Àgueda Micó (Compromís):  ""Llevamos ya cuatro horas de pleno y Feijóo todavía no ha aparecido. Tiene la cara de cemento armado. Ni mientras denuncia el absentismo laboral se pasa por su puesto de trabajo, por el que cobra todos los días"" https://t.co/flDLxbfaIu https://t.co/VTxQ9JyWbu",perjudica,0.99,perjudica,1.0,rival,Àgueda Micó = Compromís / Sumar. | Compromís = Sumar. | Feijóo = PP.
https://x.com/eltorotv/status/2001297625836822860,2025-12-17,@eltorotv,PSOE,"‼️ Se viraliza este vídeo de José Luis Rodríguez Zapatero en Bolivia inspeccionando las instalaciones cocaleras de la región del Chapare, zona neurálgica del cultivo y producción de coca, controlada por el expresidente del país Evo Morales. https://t.co/16k67DaYBk",perjudica,0.9,perjudica,0.89,sin voz,José Luis Rodríguez Zapatero = PSOE. | Evo Morales = Movimiento al Socialismo (Bolivia) / Vínculos con Podemos y PSOE.
https://x.com/elespanolcom/status/2090396252651311393,2026-08-20,@elespanolcom,PSOE,🔴‼️ Los médicos denuncian coacciones de Sanidad para no revelar la situación real del sistema sanitario ceutí https://t.co/cc1Fhuivud,perjudica,1.0,perjudica,0.98,tercero,"Sanidad = Ministerio de Sanidad (Sumar / INGESA, PSOE)."
https://x.com/elespanolcom/status/2026979455608992089,2026-02-26,@elespanolcom,PSOE,"🔴 #EXCLUSIVA | La Eurocámara descubre que la mitad de los menas son adultos y que Sánchez no dio a Canarias los 560M percibidos de la UE 

✍ Por @ADPrietoPYC https://t.co/Mra5COp7Ug",perjudica,0.99,perjudica,0.99,rival,Eurocámara = Parlamento Europeo (Unión Europea). | Sánchez = PSOE.
https://x.com/eldiarioes/status/1988553990507037098,2025-11-12,@eldiarioes,varios,"🔴 Rufián: ""Hemos visto ganar el Planeta a Juan del Val, a Abascal ir de teniente coronel tras siete prórrogas para no hacer la mili y al presidente el partido más corrupto de este país, decir que nos va a salvar de la corrupción"" https://t.co/7LP48hyil7",perjudica,0.99,perjudica,0.98,rival,"Rufián = ERC. | Juan del Val = Sin adscripción / Medios de comunicación. | Abascal = Vox. | Presidente del partido más corrupto (Alberto Núñez Feijóo) = PP (Casos Gürtel, Bárcenas)."
https://x.com/eldiarioes/status/2030001588173943120,2026-03-06,@eldiarioes,PSOE,"🔴DIRECTO | Zapatero, sobre Sánchez: ""Hay que ser valiente y patriota para decirle a Trump 'no, en España manda el Gobierno de España'. Eso es ser patriota"" https://t.co/mJKPX4LtS2 https://t.co/bglI98fJXo",beneficia,0.92,beneficia,0.99,cargo del partido,Zapatero = PSOE. | Sánchez = PSOE. | Trump = Partido Republicano (EE. UU.).
https://x.com/elmundoes/status/2051010206071480362,2026-05-03,@elmundoes,PSOE,#ÚltimaHora 🔴 Aldama entrega al Supremo una cinta de Koldo en la que pacta con Ábalos una comisión de 5 millones por la venta del cuartel general de la Sepi https://t.co/9npPROfUe1,perjudica,1.0,perjudica,1.0,tercero,Víctor de Aldama = caso Koldo / PSOE. | Koldo García = caso Koldo / PSOE. | José Luis Ábalos = PSOE / caso Koldo. | SEPI = caso Koldo / PSOE.
https://x.com/elmundoes/status/2097226383277576319,2026-09-08,@elmundoes,ninguno,"#ÚltimaHora  🔴 Desastre educativo en España, con el peor resultado de su historia en el informe PISA: hasta dos cursos escolares de retraso respecto a Reino Unido  https://t.co/pYl3V9YsM3",neutro,0.38,neutro,0.41,tercero,Informe PISA = Educación / OCDE (sin vinculación partidista directa).
https://x.com/elmundoes/status/2060617693435187345,2026-05-30,@elmundoes,PSOE,#ÚltimaHora 🔴 Zapatero cobró de fondos energéticos y lobbies del Partido Comunista Chino que hacen negocios en España https://t.co/RymYgbIWIG,perjudica,1.0,perjudica,1.0,tercero,José Luis Rodríguez Zapatero = PSOE. | Partido Comunista Chino = Internacional.
https://x.com/eldiarioes/status/2017328714971791525,2026-01-30,@eldiarioes,PP,"‼ Aznar, Ana Botella, su hijo y su yerno aparecen en los archivos de Epstein: envíos a Moncloa y teléfonos en su agenda  

https://t.co/PnWrsTOQ6p Por @andresgil",perjudica,1.0,perjudica,1.0,tercero,José María Aznar = PP. | Ana Botella = PP. | Jeffrey Epstein = caso Epstein.
https://x.com/abc_es/status/2062173251074175283,2026-06-03,@abc_es,PSOE,"🔴 #ÚLTIMAHORA La UCO sostiene que Pedro Sánchez conocía el trabajo de las cloacas del PSOE 

✍️ Por @Borjamendez y @JMPoderoso 
https://t.co/znLyI2tK19",perjudica,1.0,perjudica,0.98,rival,UCO = Guardia Civil. | Pedro Sánchez = PSOE. | PSOE = PSOE.
https://x.com/okdiario/status/2063964140805230784,2026-06-08,@okdiario,Vox,"‼️ Abascal exige para España la política migratoria del Vaticano.

""Si uno entra ilegalmente o con violencia, pues tiene multa, tiene cárcel y tiene la prohibición de entrada. A mí me gustaría una política migratoria igual para España"" https://t.co/uQ6Z2w4UPL",beneficia,0.28,beneficia,0.71,cargo del partido,Santiago Abascal = Vox. | Vaticano = Iglesia Católica / Santa Sede.
https://x.com/La_SER/status/2059328736462274683,2026-05-26,@La_SER,PP,"🔴 ÚLTIMA HORA | Un informe de la Agencia Tributaria constata que los gobiernos de Ayuso y Moreno Bonilla fueron clientes de las empresas del amigo de Zapatero

Informa @MACamposP, @isabelvega,  @JaviBanuelos y @pedrojimenezg 
https://t.co/hC8vRaODK5 https://t.co/pFugG7tCYT",perjudica,0.95,perjudica,0.99,rival,Agencia Tributaria = Institución pública. | Isabel Díaz Ayuso = PP. | Juanma Moreno Bonilla = PP. | José Luis Rodríguez Zapatero = PSOE.
https://x.com/elespanolcom/status/2036338778751615441,2026-03-24,@elespanolcom,PSOE,"🔴🇻🇪🌹#EXCLUSIVA | Delcy Rodríguez, actual presidenta de Venezuela, negoció en el aeropuerto de Barajas (Madrid) con Ábalos los 6 millones de barriles de crudo estipulados en el sobre que Víctor de Aldama ha entregado en la Audiencia Nacional

✍ @JorgeCalabres Y @davidvicente https://t.co/XhmXPqbJHs",perjudica,1.0,perjudica,1.0,tercero,Delcy Rodríguez = Delcygate / Gobierno de Venezuela. | José Luis Ábalos = PSOE / Delcygate / caso Koldo. | Víctor de Aldama = caso Koldo / Delcygate / PSOE. | Audiencia Nacional = Órgano judicial.
https://x.com/elespanolcom/status/2064642476472758665,2026-06-10,@elespanolcom,Sumar,"🔴‼️ Un excandidato de Más Madrid, condenado a 9 años de prisión por violar a una alumna, que se suicidó antes de la sentencia

✍️ Por @BraisCedeira https://t.co/5Ao5IDecks",perjudica,1.0,perjudica,1.0,tercero,Enrique Antonio Salazar (excandidato) = Más Madrid / Sumar. | Más Madrid = Más Madrid / Sumar.
https://x.com/okdiario/status/2080987130902229021,2026-07-25,@okdiario,PSOE,"‼️🔥 ""¡Vente conmigo un día que te enseño a apagar incendios, Pedro Sánchez!"".

Un trabajador forestal ha estallado contra el Gobierno y sus excusas sobre el ""cambio climático"" para justificar la ola de incendios que asola el país. https://t.co/nYBCq4WET9",perjudica,1.0,perjudica,1.0,rival,Pedro Sánchez = PSOE. | Gobierno de España = PSOE / Sumar.
https://x.com/larazon_es/status/2084961597450006655,2026-08-05,@larazon_es,PSOE,💰 Las redes estallan contra Pedro Sánchez por los 25 millones para la atención de menores en Ceuta: “Los del volcán aún viven en chatarra” https://t.co/MAvNtMX9QA,perjudica,0.97,perjudica,0.97,tercero,Pedro Sánchez = PSOE.
https://x.com/europapress/status/2021529683729465744,2026-02-11,@europapress,varios,"#EnDirecto | Rufián menciona el caso de Jeffrey Epstein: ""Ya nadie bombardea lanchas en el Caribe, ¿no? ¿Ya no hay narcos? El Cártel de los Soles era mentira, pero la lista de Epstein no es mentira y hay algún expresidente. Y no es Zapatero"" https://t.co/6iWT5Yo6BO",beneficia,0.22,perjudica,0.38,cargo del partido,Gabriel Rufián = ERC. | Jeffrey Epstein = Caso Epstein. | Cártel de los Soles = Narcotráfico / Régimen de Venezuela. | José Luis Rodríguez Zapatero = PSOE.
https://x.com/elespanolcom/status/2023836178924056883,2026-02-17,@elespanolcom,PSOE,"🔴 #KOLDOGATE | ""Mete los de los 4 rumanos"": Sánchez y el grupo del Peugeot amañaron las primarias de 2017 con votos falsos, cambiando actas y alterando censos

•  Por @JorgeCalabres y @DavidVicente
•  Lee la exclusiva completa en EL ESPAÑOL
https://t.co/cseyOTsfBs",perjudica,1.0,perjudica,1.0,tercero,"Koldogate = Caso Koldo (PSOE). | Pedro Sánchez = PSOE. | Primarias de 2017 (""grupo del Peugeot"") = PSOE."
https://x.com/okdiario/status/2084993133461286968,2026-08-05,@okdiario,PSOE,"🔴 ÚLTIMA HORA 

Los guardias civiles desmienten a Marlaska: ""Ni de broma quedan 2.000 inmigrantes en Ceuta, hay al menos 6.000"". 

🔗 https://t.co/QEG2lATwIx https://t.co/NMtlDATZyB",perjudica,0.95,perjudica,0.58,cargo del partido,Fernando Grande-Marlaska = PSOE. | Guardia Civil = Ministerio del Interior (PSOE).
https://x.com/COPE/status/2016263522699628593,2026-01-27,@COPE,PSOE,"🔴 #EXCLUSIVA | Quince Policías Nacionales se dieron la vuelta camino de Adamuz al recibir la orden de la Subdelegación del Gobierno de no ir a la zona

🎙️ Juan Baño, jefe de Interior de COPE, explica en @linternacope que existe ""mucha frustración"" en el cuerpo por lo sucedido https://t.co/TlS6Wzz7Vq",perjudica,0.96,perjudica,0.97,tercero,Policía Nacional = Ministerio del Interior (PSOE). | Subdelegación del Gobierno = Delegación del Gobierno (PSOE).
https://x.com/libertaddigital/status/2054454733876695089,2026-05-13,@libertaddigital,PSOE,"🔴 #EXCLUSIVA | Montero hizo 'vida de pareja' con el expresidente de la SEPI, Vicente Fernández, pero estas fueron sus palabras sobre tras su arresto:

""No tengo ningún contacto con este señor desde que salió"" https://t.co/q2b1KYtWEN",perjudica,0.92,perjudica,0.77,cargo del partido,María Jesús Montero = PSOE. | SEPI = Ministerio de Hacienda (PSOE). | Vicente Fernández = Caso SEPI / Caso Koldo (PSOE).
https://x.com/abc_es/status/2059701149406576760,2026-05-27,@abc_es,PSOE,"📰 TODA LA CORRUPCIÓN ES DE SÁNCHEZ

El editorial de ABC se convierte en nuestra portada de este jueves 28 de mayo

https://t.co/TUQ8FzYZO7 https://t.co/ZuuoiVePaT",perjudica,0.98,perjudica,0.99,rival,Pedro Sánchez = PSOE.
https://x.com/La_SER/status/2029489678508777849,2026-03-05,@La_SER,varios,"🎥 Bergerot, a Ayuso: ""Si tanto le gusta la guerra, váyase usted con Abascal, porque hasta ahora, lo único que hemos visto es arrastrarse ante una potencia extranjera en contra de los intereses nacionales de España""

https://t.co/kgxVq47Vlk https://t.co/UHWfSA4gPI",perjudica,0.86,perjudica,0.94,rival,Manuela Bergerot = Más Madrid / Sumar. | Isabel Díaz Ayuso = PP. | Santiago Abascal = Vox.
https://x.com/eldiarioes/status/2011762466003308760,2026-01-15,@eldiarioes,varios,"🔴 Rufián: ""Un pedófilo y un violador llamado Trump se pasea por el mundo como un 'bully', rodeado de comebotas que le aplauden como focas En Madrid se llaman PP y Vox, en Catalunya Aliança Catalana"" https://t.co/KGunQe2rfG https://t.co/GYG9xSZ28R",perjudica,0.94,perjudica,0.96,rival,Gabriel Rufián = ERC. | Donald Trump = Partido Republicano (EE. UU.). | PP = PP. | Vox = Vox. | Aliança Catalana = Aliança Catalana.
https://x.com/elmundoes/status/2057051013081702799,2026-05-20,@elmundoes,varios,El aplaudido repaso a la trayectoria de Zapatero de Cayetana Álvarez de Toledo https://t.co/eo1JKwQyb0,neutro,0.25,perjudica,0.7,tercero,José Luis Rodríguez Zapatero = PSOE. | Cayetana Álvarez de Toledo = PP.
https://x.com/elmundoes/status/2042123787592696179,2026-04-09,@elmundoes,PSOE,"Aldo Comas, pintor: ""Bardem estuvo dando la chapa con el Sáhara durante décadas hasta que Pedro Sánchez se lo regaló a Marruecos y se olvidó"" https://t.co/rX6duIY5XA",perjudica,0.98,perjudica,0.95,rival,Aldo Comas = Personaje público | Javier Bardem = Activismo Sáhara / Izquierda | Pedro Sánchez = PSOE.
https://x.com/elmundoes/status/2057476861765029953,2026-05-21,@elmundoes,PSOE,#ÚltimaHora 🔴 La Audiencia bloquea las cuentas bancarias del expresidente Zapatero  https://t.co/stYzkLJVGx,perjudica,0.99,perjudica,1.0,rival,Audiencia Nacional = Institución judicial | José Luis Rodríguez Zapatero = PSOE.
https://x.com/voz_populi/status/2008070962722509245,2026-01-05,@voz_populi,PSOE,"🔴 EXCLUSIVA | Zapatero figura entre los 64 investigados en un expediente judicial de Nueva York por colaborar con el régimen de Maduro

Por @iblascor 

https://t.co/nk7xbHrx5o",perjudica,1.0,perjudica,1.0,tercero,José Luis Rodríguez Zapatero = PSOE | Régimen de Maduro = Caso Venezuela (PSOE / Podemos).
https://x.com/elmundoes/status/2013933648345444423,2026-01-21,@elmundoes,PSOE,"El familiar de una víctima del accidente de tren de Adamuz carga contra los políticos: “Vienen aquí, se hacen la foto y se van y no vuelves a saber nada de ellos” https://t.co/YyuPOg74DM",perjudica,0.96,perjudica,0.99,tercero,"Accidente de tren de Adamuz = Caso accidente ferroviario de Adamuz (Ministerio de Transportes, PSOE)."
https://x.com/EFEnoticias/status/1968974035716386826,2025-09-19,@EFEnoticias,Vox,"El jefe de la Armada española contesta a Vox: ""No estamos para contener a los cayucos, sino para ayudarles"".

https://t.co/4PcDu5p6q5 https://t.co/QRcSN0FW5Q",perjudica,0.69,perjudica,0.91,rival,Armada española = Fuerzas Armadas / Ministerio de Defensa (PSOE) | Vox = Vox.
https://x.com/elespanolcom/status/2089035089711620195,2026-08-16,@elespanolcom,PSOE,"🔴 #URGENTE | León, el diputado ceutí del PSOE que carga contra Sánchez: ""Mi hija no puede salir de casa, pero él está aconsejando libros"" https://t.co/YURVUI6oJ1",perjudica,0.98,perjudica,0.89,cargo del partido,Melchor León = PSOE | Pedro Sánchez = PSOE.
https://x.com/elmundoes/status/2051196567944572961,2026-05-04,@elmundoes,PSOE,"Choque sin precedentes en el Tribunal de Cuentas tras detectar que el Gobierno desvía fondos europeos al pago de pensiones 

✍️ Carlos Segovia https://t.co/KMQyUXn54C",perjudica,1.0,perjudica,1.0,tercero,Tribunal de Cuentas = Institución fiscalizadora del Estado | Gobierno de España = PSOE / Sumar.
https://x.com/voz_populi/status/2097618457353150665,2026-09-09,@voz_populi,Sumar,"💥 ""¡Quiero volver sola y borracha a mi casa Irene Montero!¿Por qué no puedo? Tengo miedo y no es subjetivo. Deberíais estar todos presos""

Una vecina de Ceuta estalla por la situación que están viviendo tras las invasiones de los días 30 y 31 de julio 

https://t.co/Wyp3Uz1UqO",perjudica,0.98,perjudica,0.98,tercero,Irene Montero = Podemos | Sucesos de Ceuta = Caso crisis migratoria de Ceuta.
https://x.com/el_pais/status/2028742111588217314,2026-03-03,@el_pais,PSOE,Pedro Sánchez ha tomado una decisión de fondo y está dispuesto a asumir las consecuencias políticas que pueda tener. El Gobierno español no contribuirá de ninguna manera a la guerra de Donald Trump y Benjamín Netanyahu en Irán https://t.co/ag3ZQYju9w,beneficia,0.9,beneficia,0.97,cargo del partido,Pedro Sánchez = PSOE | Gobierno español = PSOE / Sumar.
https://x.com/La_SER/status/1973469984115531961,2025-10-01,@La_SER,Sumar,"‼️ ""Si estás viendo este vídeo es porque Israel nos ha detenido ilegalmente""

👉🏻 El barco de Ada Colau  ha sido interceptado y ha dejado este mensaje en sus redes sociales

https://t.co/BeZDN2j8mt https://t.co/tMpwcH0AP7",beneficia,0.52,beneficia,0.41,cargo del partido,Ada Colau = Catalunya en Comú / Sumar.
https://x.com/La_SER/status/2022343051440529781,2026-02-13,@La_SER,PP,"🔴 ÚLTIMA HORA | Las gasistas pagaron al despacho fundado por Cristóbal Montoro casi un millón de euros por dos reformas fiscales a la carta

Informa @pedrojimenezg 

https://t.co/AHDUF12PkN https://t.co/isXaY6mNtC",perjudica,1.0,perjudica,1.0,tercero,Cristóbal Montoro = PP / Caso Montoro. | Despacho fundado por Cristóbal Montoro (Equipo Económico) = PP / Caso Montoro.
https://x.com/eldiarioes/status/1971173429811597803,2025-09-25,@eldiarioes,PSOE,‼️El presidente de RTVE planta cara a los ataques de Vox: “No estamos para blanquear ni exaltar el franquismo” https://t.co/v2LXcijz0k https://t.co/o5ZAS1dbM5,perjudica,0.38,beneficia,0.99,cargo del partido,Presidente de RTVE = RTVE / PSOE. | Vox = Vox.
https://x.com/okdiario/status/2044851091607609695,2026-04-16,@okdiario,PSOE,"🚨 ÚLTIMA HORA
La UCO señala que Sánchez autorizó los test de la 'trama Koldo': ""Lo cierran Salvador Illa y el presi"".
  https://t.co/6JnXwldpqO",perjudica,1.0,perjudica,0.99,rival,UCO = Caso Koldo. | Sánchez (Pedro Sánchez) = PSOE / Caso Koldo. | Trama Koldo = PSOE / Caso Koldo. | Salvador Illa = PSOE / Caso Koldo.
https://x.com/informativost5/status/2042173177099391188,2026-04-09,@informativost5,PP,❗ Muere en Sevilla la mujer de 44 años que denunció a la sanidad andaluza por un error de diagnóstico de un tumor en la pierna: acudió 12 veces a urgencias https://t.co/XWo6Xj83wA,perjudica,1.0,perjudica,1.0,sin voz,Sanidad andaluza (SAS / Junta de Andalucía) = PP.
https://x.com/eldiarioes/status/2075258294726263233,2026-07-09,@eldiarioes,PP,"‼️ El PP vota en contra de que el Gobierno asuma el 50% del gasto en dependencia, pese a llevar años exigiéndolo   

https://t.co/esSCHtgj8G Por @David_Noriega",perjudica,0.98,perjudica,0.99,rival,PP = PP. | Gobierno = PSOE / Sumar.
https://x.com/el_pais/status/1988270386568392806,2025-11-11,@el_pais,varios,"📺 TV en DIRECTO | Rufián ve vaciarse la bancada del PP y Vox durante la presentación de una proposición de ley para combatir la especulación inmobiliaria: “¿Ya? ¿están todos fuera? Bueno, vivienda, el principal problema de este país” https://t.co/dd5DRzm3Sf https://t.co/FBU03kO3Ft",perjudica,0.45,perjudica,0.92,rival,Gabriel Rufián = ERC. | PP = PP. | Vox = Vox.
https://x.com/rtvenoticias/status/2061378577753391106,2026-06-01,@rtvenoticias,PP,"ÚLTIMA HORA 🔴

El juez Pedraz imputa a la cúpula de la UDEF con el PP por el presunto espionaje a Podemos https://t.co/aT1jWcUftP https://t.co/FSd9p8DV1v",perjudica,0.99,perjudica,1.0,tercero,Juez Pedraz = Audiencia Nacional. | Cúpula de la UDEF = PP / Caso Policía Patriótica. | PP = PP. | Podemos = Podemos / Caso Policía Patriótica.
https://x.com/elconfidencial/status/2100827310739870032,2026-09-18,@elconfidencial,PSOE,"El Censo Electoral admite ahora que inscribía a los nacionalizados sin pedir pruebas de su arraigo.

Desde el año 2022 y hasta hace solo unas semanas aportaban una declaración explicativa y no se exigían documentos de su vinculación o arraigo
https://t.co/iZ0dvj91pe",perjudica,0.99,perjudica,0.99,tercero,Censo Electoral (INE) = Gobierno de España (PSOE).
https://x.com/elespanolcom/status/2095486297217339486,2026-09-03,@elespanolcom,PSOE,"🔴 #URGENTE | Bloqueados los 32 millones de ayuda urgente de la UE a Ceuta por la falta de respuestas de España a preguntas de Bruselas

✍️ Por @jsanhermelando https://t.co/ZkHAAjCf8H",perjudica,0.87,perjudica,0.99,tercero,UE / Bruselas = Unión Europea. | Ceuta = PP. | España (Gobierno de España) = PSOE / Sumar.
https://x.com/rtvenoticias/status/2046166880230986127,2026-04-20,@rtvenoticias,PP,"ÚLTIMA HORA 🔴

Bárcenas confirma que cuando escribía en una nota ""M.R."" se refería al presidente Mariano Rajoy https://t.co/mLjfMfLgKs",perjudica,0.99,perjudica,0.99,tercero,Luis Bárcenas = PP / Caso Bárcenas (Caja B del PP). | Mariano Rajoy = PP / Caso Bárcenas (Caja B del PP).
https://x.com/eldiarioes/status/2013861683907747887,2026-01-21,@eldiarioes,PP,"❗️EXCLUSIVA | Un correo revela que Ribera Salud reutilizó hasta diez veces catéteres de un solo uso en su hospital público de Elche y ordenó hacerlo en Torrejón
https://t.co/OyccobsSTz
Por @raquelejerique y @sergipitarch",perjudica,1.0,perjudica,1.0,tercero,Ribera Salud = PP (modelo de concesiones sanitarias privadas) | Hospital de Elche = PP | Hospital de Torrejón = PP
https://x.com/okdiario/status/2057139313029062847,2026-05-20,@okdiario,PSOE,🇪🇸 Zapatero hizo perder 14.500 millones a España al vender un tercio del oro del Banco de España en 2007. https://t.co/mMUCjFbkG2,perjudica,1.0,perjudica,1.0,rival,Zapatero = PSOE | Banco de España = PSOE (Gobierno de José Luis Rodríguez Zapatero)
https://x.com/elmundoes/status/2046193580264296813,2026-04-20,@elmundoes,PSOE,"#ÚltimaHora  🔴 Piden 24 años para Begoña Gómez por corrupción, tráfico de influencias, malversación y apropiación indebida https://t.co/kIXKHtmVEQ",perjudica,0.98,perjudica,1.0,tercero,"Begoña Gómez = Caso Begoña Gómez, PSOE"
https://x.com/elconfidencial/status/2094386560871346400,2026-08-31,@elconfidencial,Vox,"ÚLTIMA HORA | Abascal pide al PP sus votos para activar el artículo 102 de la Constitución y juzgar a Sánchez por traición
https://t.co/xrED4nAqeb",perjudica,0.47,beneficia,0.46,cargo del partido,Abascal = Vox | PP = PP | Sánchez = PSOE
https://x.com/elmundoes/status/2047950933414326304,2026-04-25,@elmundoes,PSOE,"Rebelión en RTVE: los trabajadores votan a favor de movilizaciones ante la ""falta de neutralidad"" y sentencian a Mañaneros, Malas Lenguas y otros 

✍️ Esther Mucientes 

https://t.co/ipQInqSjAn",perjudica,0.97,perjudica,0.87,tercero,RTVE = PSOE / Sumar (control del ente público) | Mañaneros = RTVE (PSOE) | Malas Lenguas = RTVE (PSOE)
