fecha,handle,nombre,retweets,likes,replies,views,gate_p,relevante,partido,partido_conf,direccion,direccion_conf,ironia_p,texto,url,p_PP,p_PSOE,p_Vox,p_Sumar,p_varios,p_ninguno,error,voz,direccion_motivo
2025-11-17T11:24:49+00:00,@eldiarioes,elDiario.es,6217,31049,364,3524184,0.95,si,PP,0.9,perjudica,0.9,0.13,"🗣️""Yo no era el que tenía que activar la alerta""
🗣️""Yo tampoco""
🗣️""¡Qué dice! La madre que... Es usted un inútil, un mentiroso, un incapaz, un miserable y ojalá pague con cárcel""

🔴Rifirrafe entre Mazón y Rufián en el Congreso https://t.co/VxJMKGCQ0d https://t.co/0D00dkLMXJ",https://x.com/eldiarioes/status/1990380600406966506,0.42,0.0,0.0,0.0,0.58,0.0,,cargo del partido,Recoge duras acusaciones e insultos contra Mazón por la DANA.
2026-06-02T07:52:44+00:00,@HoyPorHoy,Hoy por Hoy,6171,15509,1061,307392,0.97,si,PP,0.9,perjudica,0.9,0.09,"🎙️ Àngels Barceló: ""Llevo muy mal que Aznar dé lecciones de cualquier cosa porque tenemos memoria, lo hemos vivido, contado y sufrido""

""Ha sido la persona que más ha mentido a los españoles"" https://t.co/ttySDjoyy7",https://x.com/HoyPorHoy/status/2061717637327892648,1.0,0.0,0.0,0.0,0.0,0.0,,rival,Crítica frontal contra el expresidente del PP José María Aznar.
2026-09-01T19:31:42+00:00,@elespanolcom,EL ESPAÑOL,6163,13467,417,1912775,0.53,dudoso,ninguno,0.9,neutro,0.9,0.06,"🔴 #EXCLUSIVA | La Policía informa a la juez que la invasión de Ceuta fue guiada por gendarmes marroquíes a las órdenes de agentes de paisano con un fin distinto al migratorio

✍️ Por @Maria_peral 

https://t.co/bwsM4ZfZ6L",https://x.com/elespanolcom/status/2094870835139875005,0.0,0.01,0.0,0.0,0.0,0.99,,tercero,Información policial sobre la crisis de Ceuta sin señalar a partidos.
2026-01-30T19:09:56+00:00,@el_pais,EL PAÍS,6135,15478,678,2228344,0.94,si,PP,0.9,perjudica,0.9,0.06,🔴 ÚLTIMA HORA | Los archivos de Epstein incluyen recibos de dos envíos a José María Aznar https://t.co/yOGmYNeAjN https://t.co/CGcoYsSvRH,https://x.com/el_pais/status/2017314352206909775,1.0,0.0,0.0,0.0,0.0,0.0,,tercero,Vincula al expresidente José María Aznar con el caso Epstein.
2026-05-13T05:40:13+00:00,@COPE,COPE,6004,8813,422,110919,0.96,si,Sumar,0.9,perjudica,0.9,0.21,"""Al Ministerio de Yolanda Díaz no se le ocurrió otra cosa que desviar 15 millones de euros de los fondos para mayores de 50 años y dedicarlo a financiar a UGT y CCOO"" https://t.co/03SZs9l1Uo",https://x.com/COPE/status/2054436530479886371,0.0,0.03,0.0,0.94,0.03,0.0,,rival,Acusa al ministerio de Yolanda Díaz de desviar fondos a sindicatos.
2026-05-19T06:54:36+00:00,@elmundoes,EL MUNDO,5991,18538,838,1429122,0.97,si,PSOE,0.9,perjudica,0.9,0.07,#ÚltimaHora  🔴 La Audiencia Nacional imputa al ex presidente Rodríguez Zapatero por blanqueo de capitales https://t.co/WUHMWFz8pW,https://x.com/elmundoes/status/2056629577561100328,0.0,1.0,0.0,0.0,0.0,0.0,,tercero,Informa de la imputación judicial del expresidente socialista por blanqueo.
2026-08-30T07:07:54+00:00,@okdiario,okdiario.com,5860,12263,232,481196,0.47,no,,,,,,"🧐 OKDIARIO descubre el ‘piso franco’ en el que la ONG No Name Kitchen esconde a los ilegales y les suministra material para cócteles molotov.

🔗 https://t.co/sAi1eXnnDl https://t.co/uwF0HKnpHe",https://x.com/okdiario/status/2093958876244631620,,,,,,,,,
2026-09-03T09:20:17+00:00,@eldiarioes,elDiario.es,5819,20294,474,919060,0.94,si,varios,0.7,perjudica,0.7,0.12,"🔴 Rufián: ""Yo acuso a Marruecos de enviar a 80.000 personas a su frontera para cargarse al Gobierno de España con la colaboración de Washington, de Tel Aviv y, sí, de la derecha y de la ultraderecha española"" https://t.co/HtymcDD54U https://t.co/6mUdDpPnRJ",https://x.com/eldiarioes/status/2095441742916984897,0.0,0.6,0.0,0.0,0.36,0.04,,rival,Acusación contra la derecha y ultraderecha de conspirar contra el Gobierno.
2025-09-26T13:21:02+00:00,@el_pais,EL PAÍS,5699,21115,996,4479793,0.06,no,,,,,,🔴 ÚLTIMA HORA |  La mayoría de los países abandonan la Asamblea General de la ONU a la llegada de Netanyahu https://t.co/5QtX3U1mzW https://t.co/oHJvcSNuKP,https://x.com/el_pais/status/1971565678017527819,,,,,,,,,
2026-08-15T16:11:24+00:00,@elmundoes,EL MUNDO,5648,12285,693,3522647,0.57,dudoso,ninguno,0.9,neutro,0.9,0.07,La Guardia Civil confirma 15 violaciones en Ceuta desde la entrada masiva y un detenido con delitos por terrorismo https://t.co/tfAJof8Qio,https://x.com/elmundoes/status/2088659834887430638,0.0,0.92,0.0,0.0,0.0,0.08,,tercero,Datos policiales sobre delitos en Ceuta sin mención a partidos políticos.
2026-06-10T15:28:30+00:00,@okdiario,okdiario.com,5597,10777,572,490932,0.22,no,,,,,,"🔴 El ladrón que pegó una paliza a un anciano de 88 años en Murcia es un magrebí ilegal que acumula 45 detenciones.

🔗 https://t.co/vdjItQ1fOc https://t.co/VxVnYOI3Ph",https://x.com/okdiario/status/2064731440726614112,,,,,,,,,
2026-05-18T08:20:21+00:00,@elmundoes,EL MUNDO,5588,29623,1229,5941377,0.2,no,,,,,,#ÚltimaHora🔴 Shakira queda absuelta de fraude fiscal y Hacienda tendrá que devolverle 60 millones de euros más intereses https://t.co/Ww9r1Zizmo,https://x.com/elmundoes/status/2056288769448219064,,,,,,,,,
2026-07-12T07:11:06+00:00,@elespanolcom,EL ESPAÑOL,5549,54053,193,361042,0.02,no,,,,,,"🇳💔 Tras la eliminación frente a Inglaterra, Erling Haaland aseguró que lo que más le enorgullece no son las victorias, sino haber ""puesto a Noruega en el mapa"" del fútbol mundial https://t.co/DNSa7RA1Cx",https://x.com/elespanolcom/status/2076202674379174029,,,,,,,,,
2026-02-16T19:53:21+00:00,@elespanolcom,EL ESPAÑOL,5549,12465,501,1207248,0.96,si,PSOE,0.9,perjudica,0.9,0.07,"🔴 #EXCLUSIVA | Pedro Sánchez y Begoña Gómez montaron una trama de influencias entre la Organización Mundial del Turismo (OMT), Air Europa y República Dominicana.

EL ESPAÑOL ha tenido acceso en exclusiva al móvil de Koldo García que así lo indica.

👉 En esta primera entrega de https://t.co/bCz0C7yZSE",https://x.com/elespanolcom/status/2023485873279693274,0.0,1.0,0.0,0.0,0.0,0.0,,tercero,Vincula a Sánchez y su entorno con presunto tráfico de influencias.
2026-03-15T14:28:01+00:00,@el_pais,EL PAÍS,5533,8138,259,404439,0.07,no,,,,,,🔴 El ejército israelí mata a tiros a un matrimonio palestino y a sus dos hijos de cinco y siete años en Cisjordania https://t.co/f8aqlcGDft,https://x.com/el_pais/status/2033188471985029138,,,,,,,,,
2025-12-24T14:46:06+00:00,@elespanolcom,EL ESPAÑOL,5532,20422,209,349603,0.07,no,,,,,,"🎄✝️ Giorgia Meloni felicita la Navidad y vuelve a defender el nacimiento de Jesús: “El belén no impone nada, cuenta una historia, guarda valores; estén orgullosos de su identidad”

""Una nación que conoce sus raíces es una nación que no teme la confrontación ni el futuro"" https://t.co/DRTz26ybGp",https://x.com/elespanolcom/status/2003839606471672244,,,,,,,,,
2026-05-26T16:27:53+00:00,@elmundoes,EL MUNDO,5502,11774,436,1336658,0.56,dudoso,PSOE,0.9,perjudica,0.9,0.08,#ÚltimaHora 🔴 Un chat de Signal interceptado y 5 toneladas de oro expoliadas a Venezuela destaparon a Zapatero y la presunta trama de blanqueo https://t.co/FiETt2WWsM,https://x.com/elmundoes/status/2059310565525258745,0.0,1.0,0.0,0.0,0.0,0.0,,tercero,Señala a Zapatero en una presunta trama de blanqueo de oro.
2026-06-03T11:38:12+00:00,@elconfidencial,El Confidencial,5485,9763,427,349553,0.98,si,PSOE,0.9,perjudica,0.9,0.11,"ÚLTIMA HORA | Interior ordenó a la UCO que no investigara la corrupción del Gobierno ni de la familia de Sánchez
https://t.co/iY3YoiOxTP",https://x.com/elconfidencial/status/2062136767004717231,0.0,1.0,0.0,0.0,0.0,0.0,,tercero,Acusa a Interior de frenar investigaciones de corrupción del Gobierno.
2026-06-23T12:01:00+00:00,@el_pais,EL PAÍS,5467,6844,314,254384,0.11,no,,,,,,"La ONU acusa a Israel de matar “deliberadamente” a los niños palestinos para ejecutar su plan genocida. El ejército israelí acabó en dos años con la vida de más de 20.000 menores, y empleó torturas y violencia sexual contra ellos, según un nuevo informe https://t.co/YmFwHODdxG",https://x.com/el_pais/status/2069390261202178540,,,,,,,,,
2026-01-16T08:06:43+00:00,@publico_es,Público,5325,12218,53,109346,0.02,no,,,,,,"🎥 El presentador Stephen Colbert pregunta a Trump por los Archivos Epstein: ""Firmaste una ley que te obligaba a publicarlos a mediados del mes pasado, pero aún no lo has hecho. Eso te hace parecer como un protector de p3dóf1l0s"" https://t.co/TcjKKkjvsJ",https://x.com/publico_es/status/2012074021043548649,,,,,,,,,
2026-01-09T11:28:04+00:00,@rtvenoticias,RTVE Noticias,5310,15891,545,551333,0.06,no,,,,,,"El papa ha advertido ante el cuerpo diplomático en el Vaticano de que se ha roto el principio establecido tras la Segunda Guerra Mundial que prohibía a los países utilizar la fuerza para violar las fronteras ajenas

#Canal24Horas
▶️ https://t.co/wIMPtOs0Wj https://t.co/u9crxR3MIz",https://x.com/rtvenoticias/status/2009587974300647745,,,,,,,,,
2026-07-14T16:10:07+00:00,@eldiarioes,elDiario.es,5293,13964,100,234887,0.97,si,PP,0.9,perjudica,0.9,0.7,"🔴 Àgueda Micó (Compromís):  ""Llevamos ya cuatro horas de pleno y Feijóo todavía no ha aparecido. Tiene la cara de cemento armado. Ni mientras denuncia el absentismo laboral se pasa por su puesto de trabajo, por el que cobra todos los días"" https://t.co/flDLxbfaIu https://t.co/VTxQ9JyWbu",https://x.com/eldiarioes/status/2077063100151349340,0.75,0.0,0.0,0.01,0.24,0.0,,rival,Critica a Feijóo por ausentarse de un pleno parlamentario.
2026-03-15T19:18:52+00:00,@eldiarioes,elDiario.es,5251,12760,203,485288,0.03,no,,,,,,"‼️Un contrato hallado en el móvil de un inversor incluye un pago de 5 millones de dólares a Milei para que promocionase la criptoestafa LIBRA
https://t.co/ifOguKH3bV",https://x.com/eldiarioes/status/2033261667232977000,,,,,,,,,
2025-12-17T14:25:10+00:00,@eltorotv,El Toro TV,5220,9934,191,451869,0.54,dudoso,PSOE,0.9,perjudica,0.9,0.19,"‼️ Se viraliza este vídeo de José Luis Rodríguez Zapatero en Bolivia inspeccionando las instalaciones cocaleras de la región del Chapare, zona neurálgica del cultivo y producción de coca, controlada por el expresidente del país Evo Morales. https://t.co/16k67DaYBk",https://x.com/eltorotv/status/2001297625836822860,0.0,1.0,0.0,0.0,0.0,0.0,,sin voz,Muestra a Zapatero visitando zonas cocaleras de Bolivia.
2026-08-20T11:11:18+00:00,@elespanolcom,EL ESPAÑOL,5190,11429,242,214531,0.75,si,PSOE,0.9,perjudica,0.9,0.11,🔴‼️ Los médicos denuncian coacciones de Sanidad para no revelar la situación real del sistema sanitario ceutí https://t.co/cc1Fhuivud,https://x.com/elespanolcom/status/2090396252651311393,0.0,0.89,0.0,0.0,0.1,0.01,,tercero,Denuncian coacciones del Ministerio de Sanidad a médicos en Ceuta.
2026-02-26T11:15:36+00:00,@elespanolcom,EL ESPAÑOL,5174,12610,477,902353,0.97,si,PSOE,0.9,perjudica,0.9,0.13,"🔴 #EXCLUSIVA | La Eurocámara descubre que la mitad de los menas son adultos y que Sánchez no dio a Canarias los 560M percibidos de la UE 

✍ Por @ADPrietoPYC https://t.co/Mra5COp7Ug",https://x.com/elespanolcom/status/2026979455608992089,0.01,0.99,0.0,0.0,0.0,0.0,,rival,Acusa al Gobierno de retener fondos europeos asignados a Canarias.
2026-06-28T05:33:17+00:00,@abc_es,ABC.es,5135,8713,807,913211,0.03,no,,,,,,Las viviendas sociales de Hugo Chávez se desploman como castillos de arena https://t.co/vseSAm3S6E,https://x.com/abc_es/status/2071104630696665348,,,,,,,,,
2026-03-20T14:00:07+00:00,@elmundoes,EL MUNDO,5132,9228,296,727793,0.3,no,,,,,,#ÚltimaHora 🔴Adif reincide y vuelve a llevarse material del lugar del accidente de tren en Adamuz sin avisar a la juez y sin permiso: 42 metros de vías  https://t.co/KhLtUFkckY,https://x.com/elmundoes/status/2034993390828298581,,,,,,,,,
2025-11-12T10:26:31+00:00,@eldiarioes,elDiario.es,5026,19879,270,539420,0.97,si,varios,0.9,perjudica,0.9,0.63,"🔴 Rufián: ""Hemos visto ganar el Planeta a Juan del Val, a Abascal ir de teniente coronel tras siete prórrogas para no hacer la mili y al presidente el partido más corrupto de este país, decir que nos va a salvar de la corrupción"" https://t.co/7LP48hyil7",https://x.com/eldiarioes/status/1988553990507037098,0.48,0.0,0.01,0.0,0.51,0.0,,rival,Rufián ataca simultáneamente a los líderes de Vox y PP.
2026-03-06T19:24:28+00:00,@eldiarioes,elDiario.es,5022,20944,1310,778209,0.95,si,PSOE,0.9,beneficia,0.9,0.17,"🔴DIRECTO | Zapatero, sobre Sánchez: ""Hay que ser valiente y patriota para decirle a Trump 'no, en España manda el Gobierno de España'. Eso es ser patriota"" https://t.co/mJKPX4LtS2 https://t.co/bglI98fJXo",https://x.com/eldiarioes/status/2030001588173943120,0.0,1.0,0.0,0.0,0.0,0.0,,cargo del partido,Zapatero elogia el liderazgo y patriotismo de Pedro Sánchez.
2026-05-03T18:45:13+00:00,@elmundoes,EL MUNDO,5016,10184,214,630786,0.93,si,PSOE,0.9,perjudica,0.9,0.07,#ÚltimaHora 🔴 Aldama entrega al Supremo una cinta de Koldo en la que pacta con Ábalos una comisión de 5 millones por la venta del cuartel general de la Sepi https://t.co/9npPROfUe1,https://x.com/elmundoes/status/2051010206071480362,0.0,1.0,0.0,0.0,0.0,0.0,,tercero,Revela presunto pacto de comisiones ilegales entre Koldo y Ábalos.
2026-09-08T07:31:49+00:00,@elmundoes,EL MUNDO,5015,12013,1599,5886915,0.79,si,ninguno,0.9,neutro,0.9,0.08,"#ÚltimaHora  🔴 Desastre educativo en España, con el peor resultado de su historia en el informe PISA: hasta dos cursos escolares de retraso respecto a Reino Unido  https://t.co/pYl3V9YsM3",https://x.com/elmundoes/status/2097226383277576319,0.0,0.0,0.0,0.0,0.0,1.0,,tercero,informa de resultados de PISA sin señalar a ningún partido.
2026-06-04T12:21:59+00:00,@okdiario,okdiario.com,4988,28218,647,1060611,0.24,no,,,,,,"‼️🗯️ ""Vete a tu puto país"": el grito de una mujer a un inmigrante mientras varios vecinos lo inmovilizan tras robar un móvil en Barcelona. https://t.co/IyHbreH1pF",https://x.com/okdiario/status/2062510173952827474,,,,,,,,,
2025-09-26T16:45:00+00:00,@publico_es,Público,4927,16136,236,206675,0.04,no,,,,,,🎥 La actriz estadounidense Jennifer Lawrence se pronuncia sobre lo que ocurre en Palestina: “Lo que está sucediendo es un genocidio” https://t.co/fAezZS9bE2,https://x.com/publico_es/status/1971617008694509852,,,,,,,,,
2025-09-19T15:00:39+00:00,@eldiarioes,elDiario.es,4919,13942,193,184747,0.06,no,,,,,,"ÚLTIMA HORA | La ONU vota abrumadoramente permitir la participación de Palestina en la Asamblea General ante el intento de veto de EEUU
https://t.co/36HTSoazwY Por @andresgil",https://x.com/eldiarioes/status/1969054033873678655,,,,,,,,,
2025-10-01T18:29:41+00:00,@rtvenoticias,RTVE Noticias,4903,28389,258,981814,0.03,no,,,,,,"⚫ Hoy ha fallecido la primatóloga y activista Jane Goodall a los 91 años. Con su trabajo de campo con chimpancés, logró demostrar que estos animales tienen emociones.

En su visita a @LaRevuelta_TVE dejó este gran momento hablando en chimpancé.

https://t.co/SDy1YwHB1F",https://x.com/rtvenoticias/status/1973455294157226437,,,,,,,,,
2026-01-03T23:11:20+00:00,@el_pais,EL PAÍS,4888,9604,402,1151872,0.05,no,,,,,,"🔴 DIRECTO | El ataque de EE UU contra Venezuela mata a 40 personas, según el ‘New York Times’

📷 Leonardo Fernandez Viloria (REUTERS)
🔗  https://t.co/GizuBAL8eO https://t.co/vHFC7v9NnM",https://x.com/el_pais/status/2007590632437506172,,,,,,,,,
2026-05-30T07:01:57+00:00,@elmundoes,EL MUNDO,4816,12519,596,599347,0.96,si,PSOE,0.9,perjudica,0.9,0.08,#ÚltimaHora 🔴 Zapatero cobró de fondos energéticos y lobbies del Partido Comunista Chino que hacen negocios en España https://t.co/RymYgbIWIG,https://x.com/elmundoes/status/2060617693435187345,0.0,1.0,0.0,0.0,0.0,0.0,,tercero,vincula al expresidente Zapatero con cobros de lobbies chinos.
2026-05-21T14:42:33+00:00,@rtvenoticias,RTVE Noticias,4810,9486,1257,224285,0.08,no,,,,,,"🔴 Uno de los activistas de la flotilla arrestado por Israel en aguas internacionales habla tras llegar a Estambul: ""Ya no siento las manos. Me han golpeado las costillas muchas veces. Si nos hacen esto a nosotros... ¿qué les harán a los palestinos?""

En el #Canal24Horas https://t.co/2acQa4MVc8",https://x.com/rtvenoticias/status/2057472116711203271,,,,,,,,,
2026-01-30T20:07:00+00:00,@eldiarioes,elDiario.es,4784,9568,320,889110,0.95,si,PP,0.9,perjudica,0.9,0.08,"‼ Aznar, Ana Botella, su hijo y su yerno aparecen en los archivos de Epstein: envíos a Moncloa y teléfonos en su agenda  

https://t.co/PnWrsTOQ6p Por @andresgil",https://x.com/eldiarioes/status/2017328714971791525,1.0,0.0,0.0,0.0,0.0,0.0,,tercero,vincula a Aznar y su entorno con la agenda de Epstein.
2026-03-15T05:14:13+00:00,@elEconomistaes,elEconomista.es,4783,15309,329,155255,0.02,no,,,,,,El 52%  de los estadounidenses cree que Trump empezó la guerra con Irán para ocultar la trama Epstein https://t.co/zTWcQxntHD,https://x.com/elEconomistaes/status/2033049103437803844,,,,,,,,,
2026-06-03T14:03:11+00:00,@abc_es,ABC.es,4759,12139,475,362895,0.98,si,PSOE,0.9,perjudica,0.9,0.2,"🔴 #ÚLTIMAHORA La UCO sostiene que Pedro Sánchez conocía el trabajo de las cloacas del PSOE 

✍️ Por @Borjamendez y @JMPoderoso 
https://t.co/znLyI2tK19",https://x.com/abc_es/status/2062173251074175283,0.0,1.0,0.0,0.0,0.0,0.0,,rival,vincula a Sánchez con el conocimiento de cloacas del PSOE.
2025-10-18T08:39:42+00:00,@EFEnoticias,EFE Noticias,4743,5025,593,429765,0.07,no,,,,,,"Israel mata a once miembros de una misma familia, entre ellos siete menores, al bombardear el minibús en el que se dirigían a su hogar en la ciudad de Gaza.

Según el Ejército, el vehículo era ""sospechoso"" y las tropas atacaron al sentirse amenazadas.

https://t.co/4T5veUSmrq",https://x.com/EFEnoticias/status/1979467413692305697,,,,,,,,,
2026-06-08T12:39:32+00:00,@okdiario,okdiario.com,4708,17057,306,393439,0.96,si,Vox,0.7,beneficia,0.7,0.15,"‼️ Abascal exige para España la política migratoria del Vaticano.

""Si uno entra ilegalmente o con violencia, pues tiene multa, tiene cárcel y tiene la prohibición de entrada. A mí me gustaría una política migratoria igual para España"" https://t.co/uQ6Z2w4UPL",https://x.com/okdiario/status/2063964140805230784,0.0,0.0,1.0,0.0,0.0,0.0,,cargo del partido,difunde y respalda la propuesta sobre política migratoria de Abascal.
2026-03-27T17:02:33+00:00,@elespanolcom,EL ESPAÑOL,4689,10582,185,663627,0.06,no,,,,,,"🔴‼️ Mariano Barbacid denuncia acoso laboral en el CNIO y una campaña de desprestigio y advierte que afectará a la investigación

El reconocido bioquímico español, pionero en investigación oncológica, ha hecho público un comunicado denunciando una ""campaña continuada de acoso https://t.co/25omG6bH31",https://x.com/elespanolcom/status/2037576017657639236,,,,,,,,,
2026-07-20T08:45:00+00:00,@elespanolcom,EL ESPAÑOL,4669,38757,121,4152033,0.02,no,,,,,,"✈️🇪🇸🗣️ El celebrado mensaje de un piloto en pleno vuelo comunicando a los pasajeros que España vuelve a ser campeona del mundo: ""Aquellos que tengan una camiseta con una sola estrella tendrán que comprarse otra""

El ambiente de celebración por el nuevo título de España no solo se https://t.co/IMpR0sJlS5",https://x.com/elespanolcom/status/2079125408893804583,,,,,,,,,
2025-10-02T11:37:32+00:00,@el_pais,EL PAÍS,4656,14486,835,413812,0.32,no,,,,,,"📺 TV en DIRECTO | Así está ahora mismo, en la Puerta del Sol de Madrid, la protesta estudiantil contra el genocidio en Palestina https://t.co/EhOgMPg41F https://t.co/Na4K0t9skh",https://x.com/el_pais/status/1973713960688914563,,,,,,,,,
2026-05-26T17:40:05+00:00,@La_SER,Cadena SER,4604,10625,1043,1109930,0.97,si,varios,0.9,perjudica,0.9,0.11,"🔴 ÚLTIMA HORA | Un informe de la Agencia Tributaria constata que los gobiernos de Ayuso y Moreno Bonilla fueron clientes de las empresas del amigo de Zapatero

Informa @MACamposP, @isabelvega,  @JaviBanuelos y @pedrojimenezg 
https://t.co/hC8vRaODK5 https://t.co/pFugG7tCYT",https://x.com/La_SER/status/2059328736462274683,0.83,0.02,0.0,0.0,0.15,0.0,,rival,compromete a gobiernos autonómicos del PP y al entorno de Zapatero.
2026-03-24T07:06:12+00:00,@elespanolcom,EL ESPAÑOL,4593,7154,202,437496,0.78,si,PSOE,0.9,perjudica,0.9,0.1,"🔴🇻🇪🌹#EXCLUSIVA | Delcy Rodríguez, actual presidenta de Venezuela, negoció en el aeropuerto de Barajas (Madrid) con Ábalos los 6 millones de barriles de crudo estipulados en el sobre que Víctor de Aldama ha entregado en la Audiencia Nacional

✍ @JorgeCalabres Y @davidvicente https://t.co/XhmXPqbJHs",https://x.com/elespanolcom/status/2036338778751615441,0.0,1.0,0.0,0.0,0.0,0.0,,tercero,implica a Ábalos en negociaciones irregulares de petróleo con Venezuela.
2026-02-11T18:16:57+00:00,@La_SER,Cadena SER,4586,7615,1134,1243604,0.03,no,,,,,,"Jornadas de 12 horas, despido sin indemnización y reducción del derecho a huelga: la reforma laboral de Milei que precariza a los argentinos

Informa @ForeignSER 

https://t.co/LfVe8HmEwK",https://x.com/La_SER/status/2021649672528654488,,,,,,,,,
2026-06-10T09:35:00+00:00,@elespanolcom,EL ESPAÑOL,4585,9946,457,789406,0.64,dudoso,Sumar,0.9,perjudica,0.9,0.04,"🔴‼️ Un excandidato de Más Madrid, condenado a 9 años de prisión por violar a una alumna, que se suicidó antes de la sentencia

✍️ Por @BraisCedeira https://t.co/5Ao5IDecks",https://x.com/elespanolcom/status/2064642476472758665,0.0,0.0,0.0,1.0,0.0,0.0,,tercero,condena por agresión sexual a un excandidato de Más Madrid.
