url,fecha,handle,partido_antes,direccion_antes,partido_ahora,direccion_ahora,conf,motivo,texto
https://x.com/elconfidencial/status/2094386560871346400,2026-08-31,@elconfidencial,Vox,beneficia,PSOE,perjudica,0.9,Abascal pide juzgar a Pedro Sánchez por delito de traición.,"ÚLTIMA HORA | Abascal pide al PP sus votos para activar el artículo 102 de la Constitución y juzgar a Sánchez por traición
https://t.co/xrED4nAqeb"
https://x.com/okdiario/status/1986427465112199314,2025-11-06,@okdiario,PSOE,beneficia,PSOE,perjudica,0.9,Un juez reprocha a Bolaños presiones al poder judicial.,"‼️ Se hace viral el vídeo de un juez abroncando a Bolaños y defendiendo su imparcialidad: «Intentan dominarnos».

Vídeo completo 👉 https://t.co/s7r5tyqQnt https://t.co/v2AnEhI5es"
https://x.com/okdiario/status/2093750058990665938,2026-08-29,@okdiario,Vox,neutro,ninguno,neutro,0.9,No se menciona ni ataca a ningún partido político.,"🔴 Una ONG alemana instala un puesto en la playa del Trampolín en Ceuta para regalar móviles y cargadores a los invasores.

✍🏻 Por Carmen Villarrubia y Alejandro Fernández

🔗 https://t.co/xw4nn3AqGU https://t.co/5VXYxLxGap"
https://x.com/eldiarioes/status/2021562416505540806,2026-02-11,@eldiarioes,varios,perjudica,PP,perjudica,0.9,Sánchez deja en evidencia a Feijóo por proponer una agencia existente.,"🔴 Sánchez, a Feijóo: ""Ha dicho que va a crear una agencia independiente que coordine la seguridad de trenes, aeropuertos y carreteras.  ¿No se ha enterado de que ya existe y que ustedes votaron en contra? Es impresionante"" https://t.co/O3qNQNmBiw https://t.co/9m8EcIONkE"
https://x.com/abc_es/status/2036158427525779885,2026-03-23,@abc_es,ninguno,perjudica,ninguno,neutro,0.9,Noticia judicial europea sobre el procés que no señala partidos políticos.,"🔴 #ÚLTIMAHORA Estrasburgo da la razón al Supremo y confirma las prisiones de los líderes del ‘procés’
https://t.co/zPC3gJJkB7"
https://x.com/eldiarioes/status/2028458325126287477,2026-03-02,@eldiarioes,PSOE,beneficia,PSOE,neutro,0.7,Noticia informativa sobre la negativa del Gobierno al uso de bases.,ÚLTIMA HORA | Los aviones de EEUU abandonan las bases en España tras el 'no' del Gobierno a que las usen para atacar Irán https://t.co/goA8FhbYzV https://t.co/mriMr7pNye
https://x.com/elmundoes/status/2054471153381486749,2026-05-13,@elmundoes,PP,beneficia,PSOE,perjudica,0.7,Critica la gestión del Gobierno de fondos europeos para pagar pensiones.,"Andreas Schwab, presidente de la Comisión de Control Presupuestario: ""¿Cómo pido yo a los alemanes que trabajen más mientras España paga pensiones con los fondos europeos?"" https://t.co/UZmXNwUHcJ"
https://x.com/larazon_es/status/1985699935711338776,2025-11-04,@larazon_es,PSOE,perjudica,Sumar,perjudica,0.9,Implican a Yolanda Díaz en la trama de compra de mascarillas.,"🔴 #ÚLTIMA HORA | Koldo implica a Yolanda Díaz en los certificados de mascarillas: ""La ministra de trabajo me dijo que mañana estará""

‼️ La ministra de Trabajo participó en la certificación de las mascarillas de la trama de Víctor de Aldama https://t.co/M3ayVh0ROV"
https://x.com/publico_es/status/2011774712108445864,2026-01-15,@publico_es,varios,perjudica,PP,perjudica,0.9,Gabriel Rufián ataca al PP cuestionando sus credenciales democráticas.,"🎥 Gabriel Rufián (@gabrielrufian), al PP: ""Yo a un asesino y a un genocida como Netanyahu no voy a ir a bombardearle, asesinarle o a secuestrarle. La diferencia entre ustedes y yo es que yo soy un demócrata"" https://t.co/OUVU7EmYmS"
https://x.com/eldiarioes/status/2021638908203643365,2026-02-11,@eldiarioes,varios,beneficia,Vox,perjudica,0.9,Óscar Puente acusa a una portavoz de Vox de difundir bulos.,"🔴 Óscar Puente responde a Carina Mejías (Vox): ""Acaba de decir que se ha suspendido la ayuda psicológica a las víctimas del accidente. Si quiere respetarlas, suba aquí y pida disculpas por el bulo que acaba de soltar"" https://t.co/jZA0zC47Cx https://t.co/zzyOX4WNIq"
https://x.com/el_pais/status/1975602907367035238,2025-10-07,@el_pais,varios,perjudica,Vox,perjudica,0.9,Rufián arremete contra Vox por el gasto en repatriaciones.,"📺 TV en DIRECTO | Rufián (ERC): ""Señorías de Vox, si yo pago cada año el paseo de una cabra por las calles de Madrid el 12 de octubre, ustedes van a pagar la repatriación de 50 compatriotas por el secuestro de Israel"" https://t.co/KbZp8zu9TJ https://t.co/CqH66i8jRB"
https://x.com/el_pais/status/2028453193542222021,2026-03-02,@el_pais,PSOE,beneficia,PSOE,neutro,0.7,Informa sobre la negativa del Gobierno a apoyar a EE. UU.,🔴 ÚLTIMA HORA | España rechaza prestar apoyo al ataque a Irán: EE UU retira sus aviones cisterna de Morón al no obtener permiso para usarlos en la operación https://t.co/ImxQolxd0h https://t.co/wejJ0HVONq
https://x.com/ElHuffPost/status/1990375645944136034,2025-11-17,@ElHuffPost,varios,perjudica,PP,perjudica,0.9,Rufián ataca con dureza la gestión de Mazón frente a emergencias.,"Gabriel Rufián, a Mazón: ""Lo que ha dicho de la Generalitat de Cataluña no es cierto, Illa suspendió su agenda. ¿Pero sabe lo que no hace la Generalitat de Cataluña? Despedir a bomberos para contratar a toreros"" https://t.co/HbMrtbTdMd"
https://x.com/europapress/status/2095495323548311654,2026-09-03,@europapress,varios,perjudica,PP,perjudica,0.9,Ataque a Feijóo y a la gestión de residencias del PP.,"#EnDirceto | Aina Vidal (Sumar) se encara con Feijóo: ""Le pregunta usted a Sánchez si llevaría a sus hijas a Ceuta. Yo sí llevaría a mis sobrinos, tienen muchísimo que aprender. ¿Usted llevaría a su madre la residencia pública de Madrid, de Santa Sofía?"" https://t.co/4FAtUGF2So"
https://x.com/el_pais/status/2045196704987701335,2026-04-17,@el_pais,PSOE,beneficia,varios,perjudica,0.9,Señalamiento de Sánchez a declaraciones de líderes de PP y Vox.,"📹 Vídeo | ""Les voy a pedir disculpas en nombre de la sociedad española"". Sánchez se disculpa con Lula, Petro y Sheinbaum por ""los insultos"" de Ayuso y Abascal. https://t.co/D5PjiXmAKR https://t.co/6gGKZvD17w"
https://x.com/elespanolcom/status/1991065520163131596,2025-11-19,@elespanolcom,varios,perjudica,PSOE,perjudica,0.9,Portavoz de Vox acusa a la ministra de mentir sobre salarios.,"🟢 Figaredo carga contra Montero: ""El salario medio en España es de 1.200 euros y en Alemania de 4.000 euros, no hay ni punto de comparación. Viene usted aquí a contar unas batallas que son completamente mentira"" https://t.co/WFaVkyLtXD"
https://x.com/okdiario/status/2007782060853690615,2026-01-04,@okdiario,ninguno,beneficia,ninguno,neutro,0.5,Crítica genérica a la política española sin señalar a ningún partido.,"‼️ ""Señor Trump, mire para acá, porque aquí hay cosas que huelen a chamusquina"".

Fran Rivera pone el foco en los ""caras raras"" que habitan en la política española y pide que la ""limpieza"" de Trump no se detenga. ""No pares"". https://t.co/u3Wp4tJxrs"
https://x.com/eldiarioes/status/1986122507938619586,2025-11-05,@eldiarioes,PP,perjudica,PSOE,beneficia,0.7,Testimonios en el Supremo respaldan la versión del fiscal general.,"‼️ Varios periodistas ratifican en el Supremo que conocieron la confesión de la pareja de Ayuso antes que el fiscal general

https://t.co/aYh2burJjw Por @albert_poux y @elenaherrerad https://t.co/DScrxPcuFM"
https://x.com/rtvenoticias/status/2036786069346066451,2026-03-25,@rtvenoticias,PSOE,beneficia,varios,perjudica,0.9,Sánchez critica la postura de PP y Vox sobre la guerra.,"🗣️Pedro Sánchez: ""El papa está en contra de la guerra, pero yo no escucho al PP y a Vox decir que el Vaticano está con los ayatolás"".

https://t.co/9ZtAE0r56u https://t.co/PuiDWmo1h9"
https://x.com/eldiarioes/status/2038570857585414479,2026-03-30,@eldiarioes,PSOE,perjudica,PSOE,beneficia,0.9,Informe europeo respalda a García Ortiz cuestionando la condena judicial.,"‼ Un informe europeo sobre el Estado de Derecho afirma que la condena contra García Ortiz “plantea interrogantes sobre la independencia judicial” 

https://t.co/iSKw7r7mSK Por @rodrigopdl"
https://x.com/el_pais/status/2071851227457925406,2026-06-30,@el_pais,Sumar,perjudica,ninguno,neutro,0.9,"Monedero pertenece a Podemos, formación no contemplada en las opciones.",La Complutense ha suspendido de funciones durante un año al profesor y fundador de Podemos Juan Carlos Monedero “por la comisión de una falta muy grave” de acoso sexista a varias alumnas https://t.co/5XK7X2QMIS
https://x.com/La_SER/status/2046874505419674085,2026-04-22,@La_SER,PSOE,beneficia,PP,perjudica,0.7,Puente critica con dureza al PP por sus reproches sobre Adamuz.,"🎥 Puente, al PP: ""Hay que ser ruin y miserable para reprocharle a este ministro que no estuviera en el funeral de las víctimas cuando esa misma tarde me convocaron ustedes en el Senado para dar explicaciones sobre el accidente de Adamuz"" https://t.co/zvY43e0Bfq"
https://x.com/eldiarioes/status/2095480837898748178,2026-09-03,@eldiarioes,varios,perjudica,Vox,perjudica,0.9,Sánchez critica duramente la sumisión de Abascal frente a Israel.,"🔴 Sánchez: ""Cuando desde Israel se cuestionó la españolidad de Ceuta y Melilla, y se habló de los españoles como si fueran colonos, Abascal agachó la cabeza""

""Se crece ante una niña migrante, pero se desinfla ante los oligarcas extranjeros"" https://t.co/HtymcDD54U https://t.co/nWTtra9gAO"
https://x.com/eldiarioes/status/2036776111573528847,2026-03-25,@eldiarioes,Vox,perjudica,varios,perjudica,0.9,Acusación de desvío de fondos a Vox vinculándolo con el PP.,"🔴Sánchez, sobre Abascal: ""Desvía 2,5 millones de su fundación a su bolsillo personal. El que venía a regenerar España... Viene del PP, ha aprendido bien"" https://t.co/5eXH1Sa2wz https://t.co/NnZSwb3VQN"
https://x.com/publico_es/status/2049178478189097061,2026-04-28,@publico_es,Sumar,beneficia,ninguno,neutro,0.9,Informa sobre la petición académica de liberación sin señalar a partidos.,Cerca de dos centenares de catedráticos y profesores de 101 universidades y 24 países piden la liberación del rapero Pablo Hasél https://t.co/Wlx2cAbWiI
https://x.com/rtvenoticias/status/1996885896898269304,2025-12-05,@rtvenoticias,PSOE,perjudica,PSOE,beneficia,0.9,Apoya al exfiscal general denunciando irregularidades judiciales ante la ONU.,"ÚLTIMA HORA 🔴

La Unión Progresista de Fiscales denuncia en la ONU ""irregularidades institucionales"" en el juicio al exfiscal general https://t.co/5u904ql9eu https://t.co/jfrAnHfMoj"
https://x.com/eldiarioes/status/2029682103630065740,2026-03-05,@eldiarioes,varios,perjudica,PSOE,beneficia,0.7,Denuncia un doble rasero mediático defendiendo a Pedro Sánchez.,"Marc Giró, a Pablo Motos en 'El Hormiguero': “Hiláis muy fino con Pedro Sánchez y muy poco fino con la ultraderecha en este programa” 

https://t.co/HjxsIEcuWU En @Vertele"
https://x.com/okdiario/status/2083208047426404500,2026-07-31,@okdiario,Vox,beneficia,ninguno,neutro,0.9,Crítica genérica e indiscriminada a toda la clase política.,"💥 Roberto Soldado: ""¿Dónde están los put** políticos para defender a los españoles? ¡Qué asco dais, iros a la mierda! Fuerza España"". https://t.co/ErZmkXZhXM"
https://x.com/el_pais/status/2029269115991474467,2026-03-04,@el_pais,PSOE,beneficia,PSOE,neutro,0.7,Informa del desmentido oficial del Gobierno sobre cooperación militar en Irán.,🔴 ÚLTIMA HORA | El Gobierno español desmiente a la Casa Blanca y niega que vaya a “cooperar militarmente” con Estados Unidos en Irán https://t.co/kh53MjU8Or https://t.co/8xe5rVchQK
https://x.com/okdiario/status/2085716097936797893,2026-08-07,@okdiario,PP,perjudica,PSOE,perjudica,0.7,Critica las partidas presupuestarias del Gobierno central en Ceuta.,"🔴 Los ceutíes, indignados: ""¿Por qué los 25 millones van para los menas y no para nuestros niños con necesidades especiales?"".

📲 Noticia completa https://t.co/QLKLElNA5p https://t.co/NUciAVDueZ"
https://x.com/abc_es/status/2088576692742693357,2026-08-15,@abc_es,PP,neutro,ninguno,neutro,0.9,Crónica informativa sobre un intento de salto fronterizo en Ceuta.,"🔴 #ÚLTIMAHORA Cientos de inmigrantes se preparan para asaltar Ceuta. Desde Castillejos, cientos de inmigrantes se dirigen hacia Ceuta para volver a cruzar el espigón del Tarajal.

📍Informa @joanguirado  desde la ciudad autónoma 

🔗 https://t.co/94ygyUMWWY https://t.co/RJDbU2cufI"
https://x.com/okdiario/status/2084948561611862350,2026-08-05,@okdiario,PP,perjudica,PP,beneficia,0.7,Defiende al presidente de Ceuta frente al trato de TVE.,"💥 ""¿No había una presentadora más maleducada?: las redes estallan contra una presentadora de TVE tras insinuar que el presidente de Ceuta es un pesado por ""pedir ayuda"" y no caer en sus preguntas tendenciosas.

https://t.co/fQXxhlNlhB"
https://x.com/elespanolcom/status/1996149310514241895,2025-12-03,@elespanolcom,ninguno,neutro,PSOE,perjudica,0.7,Crítica a la asfixia fiscal y cuotas fijadas para autónomos.,"📢🗣️ El aplaudido discurso de un autónomo durante una manifestación para reclamar unas cuotas justas: “¿Cuánto tengo que cobrar para mantener a mi familia?”

💢 ""Con los 4.000€ que facturo, entre la cuota de autónomos, el IVA y el IRPF, se me queda en mil y pico euros"" https://t.co/V1XtZpqpdP"
https://x.com/laventana/status/1998412855553466387,2025-12-09,@laventana,PSOE,perjudica,PSOE,beneficia,0.9,Defensa del Fiscal General cuestionando la sentencia del Tribunal Supremo.,"Miguel Ángel Campos (@MACamposP), CONTUNDENTE sobre la sentencia del Supremo al FGE: ""Se está vapuleando el Estado de derecho""

""Nunca había visto una resolución judicial como esta en 25 años que llevo como periodista de tribunales. Se miente abiertamente"" https://t.co/vuGpUHcndz"
https://x.com/HoyPorHoy/status/2072953993374921114,2026-07-03,@HoyPorHoy,varios,perjudica,PSOE,beneficia,0.7,Denuncia del doble rasero judicial en defensa de una militante socialista.,"“Tener un juez que considera que por sentarse con una militante del PSOE es obstrucción a la justicia es un problema, en un sistema judicial que las conversaciones de Cospedal no son delito y las reuniones de horas y horas de Villarejo tampoco lo son”

📻 @iguardans en #ElAbierto https://t.co/eOXQTBIka5"
https://x.com/larazon_es/status/2100481029299442079,2026-09-17,@larazon_es,ninguno,perjudica,PSOE,perjudica,0.9,Denuncia el abandono de los afectados por el volcán de La Palma.,"🔴 Cinco años después de la erupción del volcán, más de 100 familias en La Palma continúan atrapadas en contenedores prefabricados de apenas 40 m².

➡️ A pesar de los millones anunciados en partidas presupuestarias y comisiones de reconstrucción, la burocracia estatal y la https://t.co/z66AohTiCQ"
https://x.com/Hora25/status/2066623144660517199,2026-06-15,@Hora25,PP,perjudica,PSOE,beneficia,0.7,Defiende a García Ortiz señalando doble rasero en las filtraciones judiciales.,"🗣️ @manuelrico: ""Es alucinante que llevemos dos años en los que las decisiones judiciales se publican sistemáticamente días antes y no se abran investigaciones por revelación de secretos. El único investigado fue García Ortiz por una nota de prensa""

👉 https://t.co/iSZMTdtbmc https://t.co/ceawGZN0jD"
https://x.com/eldiarioes/status/2029666224401985882,2026-03-05,@eldiarioes,PP,perjudica,varios,perjudica,0.7,Refleja acusaciones de inacción política entre el PP y Vox.,"🔴 Mañueco (PP): ""Vox tuvo 2 años y medio para hacer algo en la Consejería de Agricultura y Ganadería de Castilla y León. Y no hicieron nada""

Martínez (PSOE): ""Acaba usted de reconocer que en 2 años y medio de su Gobierno la Consejería no hizo nada"" https://t.co/haz4Xo7jof https://t.co/l2VcQLD4gH"
https://x.com/el_pais/status/1988554624589320536,2025-11-12,@el_pais,PP,perjudica,varios,perjudica,0.9,Arremete con dureza contra los líderes de Vox y PP.,"Rufián: ""Hemos visto ganar a Trump, a Milei, un Nobel a una golpista, el Planeta a Juan del Val, a Abascal ir de teniente coronel, después de siete prórrogas para la mili y hoy, al líder del partido más corrupto decir que nos va a salvar de la corrupción"" https://t.co/EODT3npUhp https://t.co/W6hJiyeuvu"
https://x.com/voz_populi/status/2080210965484773456,2026-07-23,@voz_populi,PSOE,perjudica,ninguno,neutro,0.9,Noticia económica sobre paradas industriales ordenadas por Red Eléctrica.,"🚨 ÚLTIMA HORA | El sistema vuelve a tambalearse: Red Eléctrica ordena por segunda vez en una semana parar a la gran industria 

Te informa Carlos R. Cózar (@crcozar)
https://t.co/OiAL5FN5RF"
https://x.com/elmundoes/status/2013880624638038142,2026-01-21,@elmundoes,ninguno,neutro,PSOE,perjudica,0.7,Huelga convocada por el deterioro del sector ferroviario gestionado por Transportes.,"#ÚltimaHora 🔴 El sindicato de maquinistas Semaf convoca una huelga general y califica de ""inadmisible"" el deterioro del sector https://t.co/JUnnMfzu99"
https://x.com/eldiarioes/status/2038567717460902351,2026-03-30,@eldiarioes,PSOE,beneficia,PSOE,neutro,0.5,Informa de la concesión del indulto gubernamental a sindicalistas asturianas.,"ÚLTIMA HORA | El Gobierno concede el indulto a 'Las seis de la Suiza', condenadas a prisión por hacer sindicalismo en Asturias

https://t.co/P3jClUCL9w Por @pilar_campo https://t.co/A1QSPC1Cmi"
https://x.com/OndaCero_es/status/1992144295701147772,2025-11-22,@OndaCero_es,ninguno,perjudica,ninguno,neutro,0.5,Critica al Tribunal Supremo sin señalar a ningún partido político concreto.,"Julia Otero: ""El fallo del Supremo es para muchos la prueba de que siguen mandando los hijos y nietos de aquellos señores enlutados"" https://t.co/vJtPsKEzZc"
https://x.com/El_Plural/status/2051539356863570432,2026-05-05,@El_Plural,PSOE,perjudica,PSOE,beneficia,0.7,Cuestiona la investigación judicial contra el Fiscal General afín al Gobierno.,Marchena pudo cometer un delito de prevaricación durante la investigación a García Ortiz https://t.co/DbQn5m6Qyb
https://x.com/abc_es/status/2092984993525956931,2026-08-27,@abc_es,PSOE,beneficia,PSOE,perjudica,0.7,Expone la falta de respaldo del Gobierno a los militares.,"🔴 #ÚLTIMAHORA Militares en Ceuta piden poder hacer un uso proporcionado de la fuerza ante las agresiones 

✍️Informa @pilipdp https://t.co/EaJ953HvaS"
https://x.com/eldiarioes/status/2057374780387705176,2026-05-21,@eldiarioes,varios,perjudica,PP,perjudica,0.7,Acusa a Ayuso de doble moral recordando las imputaciones de su pareja.,"🔴 Espinar, a Ayuso, sobre la imputación a Zapatero: ""Si imputan a alguien de su entorno, presunción de inocencia. Si imputan a otro mortal, vale más un titular que una sentencia. Podría hablarle de su novio, que está imputado por cuatro delitos"" https://t.co/bapoEgCBal https://t.co/OjwtaR88Gz"
https://x.com/okdiario/status/2089286219662323862,2026-08-17,@okdiario,varios,perjudica,PSOE,perjudica,0.9,Critica la inacción del Gobierno central en la crisis migratoria.,🔴 El ultimátum del alcalde de Ceuta al Gobierno: 30 días para resolver la crisis migratoria o acudirá a la Justicia. https://t.co/xngpgIdIlj
https://x.com/rtvenoticias/status/1987085101487067164,2025-11-08,@rtvenoticias,PSOE,neutro,ninguno,neutro,0.9,Información histórica y de servicio público sobre exhumación de fosas comunes.,"El #MapaFosasRTVE es el primer mapa audiovisual con las 6.000 fosas comunes de la guerra civil y el Franquismo.

Los restos de más de 17.000 víctimas se han podido recuperar, pero otras 12.000 personas podrían ser aún exhumadas.

https://t.co/N8QeU5HEw3 https://t.co/GZLeI3aURz"
https://x.com/europapress/status/1988556252683899275,2025-11-12,@europapress,PSOE,perjudica,PSOE,beneficia,0.7,Rufián defiende al entorno de Sánchez atacando precedentes del PP.,"#EnDirecto | Rufián pregunta a la derecha: ""Ustedes están de acuerdo en que lo de Begoña Gómez es malversación. Entonces, ¿cómo le llamamos a que Rajoy cargara los cuidados de su padre en Moncloa a los Presupuestos Generales del Estado? Y sobre todo, ¿dónde estaba Peinado?"" https://t.co/VY2DAKIqWu"
https://x.com/periodistadigit/status/2034548907548524930,2026-03-19,@periodistadigit,ninguno,neutro,PSOE,perjudica,0.7,Denuncia una supuesta purga política en la televisión pública estatal.,"RTVE purga a la periodista Isabel Durán, por revelar la vulnerabilidad del DNI digital a la hora de votar https://t.co/PPxFs359In"
https://x.com/La_SER/status/2044327082608779521,2026-04-15,@La_SER,varios,perjudica,PP,perjudica,0.7,Puente señala contradicciones de Bendodo en votaciones sobre transporte.,"🎥 Puente, a Bendodo: ""Le agradezco el talante, pero claro, ¿qué propuestas hace usted? Poner un puente aéreo con los precios topados. Se olvida que votó en contra del real decreto en el que se acordaba topar los precios de los transportes públicos en situaciones de emergencia"" https://t.co/xN94DwJqHV"
https://x.com/OndaCero_es/status/1990518011024089500,2025-11-17,@OndaCero_es,ninguno,perjudica,ninguno,neutro,0.5,"Critica a Gabriel Rufián (ERC), formación no evaluada.","Rafa Latorre, sobre Rufián: ""Pretende hacer olvidar que el día siguiente de la DANA no quiso perderse el reparto del Consejo de RTVE"" https://t.co/yLUEDPVtCb https://t.co/Bg4XfAQYRd"
https://x.com/el_pais/status/1978375256201986396,2025-10-15,@el_pais,PP,beneficia,PSOE,perjudica,0.7,Resalta la negativa del PSOE a aplaudir a la líder opositora.,"📺TV EN DIRECTO | Cayetana Álvarez de Toledo pide un aplauso en pie a María Corina Machado, ""heroína de la democracia, premio Nobel de la Paz"", al que no se suma el PSOE https://t.co/za512wjIO3 https://t.co/8wFxFDEg2Z"
https://x.com/eldiarioes/status/1993387371300372891,2025-11-25,@eldiarioes,PSOE,perjudica,PSOE,beneficia,0.7,Cuestiona la imparcialidad de jueces que condenaron al fiscal general.,"ÚLTIMA HORA | Tres jueces del Supremo que condenaron al fiscal general impartieron tras el juicio un curso pagado por una acusación
https://t.co/POHQuZeuhJ Por @elenaherrerad https://t.co/AzOWvQOxeL"
https://x.com/eldiarioes/status/2064606834653057185,2026-06-10,@eldiarioes,PP,perjudica,varios,neutro,0.7,Recoge el cruce de ataques y reproches entre Feijóo y Sánchez.,"🔴Feijóo se dirige a Sánchez como ""P. S."" y el presidente contesta: ""Si quiere jugar a las siglas, pregunte quién es M. Rajoy. Dan lecciones de legitimidad y tapan la corrupción. Es el peor jefe de la oposición de esta a democracia"" https://t.co/k8FDmj9xBB https://t.co/pdZeGrKnpQ"
https://x.com/eldiarioes/status/2069764546466660629,2026-06-24,@eldiarioes,PP,perjudica,varios,neutro,0.7,Muestra el enfrentamiento y cruce de acusaciones entre ambos líderes.,"🔴Feijóo pregunta a Sánchez si ""ha hecho ya la declaración de la renta"" y el presidente responde: ""Si quiere hoy mismo los dos las hacemos públicas y así nos enteramos de cuánto pagan usted y su partido por el alquiler de la vivienda que tiene en El Viso"" https://t.co/YzepsdB2dj https://t.co/Zztlxo7QdD"
https://x.com/abc_es/status/2077996728129593600,2026-07-17,@abc_es,PP,perjudica,PSOE,perjudica,0.9,Denuncia presiones del Ministerio del Interior para boicotear a Ayuso.,"🔷 EXCLUSIVA ABC | Parte 2 🔷

🔴 El número dos del DAO amenazó con cesar al general que se negó al boicot contra Ayuso: «Atente a las consecuencias»

🔊El documento sonoro al que hemos tenido acceso y que lo demuestra

✍️ Investigación de @KettyGarat 🔗 https://t.co/irKIk1a03C https://t.co/ImzMiplIKA"
https://x.com/elmundoes/status/2094900169229672718,2026-09-01,@elmundoes,PSOE,perjudica,ninguno,neutro,0.9,Información policial sobre Marruecos sin señalamiento a partidos españoles.,La Policía informa a la Justicia de que agentes de Marruecos planificaron y ejecutaron el salto de Ceuta el 30 y 31 de julio  https://t.co/LHYBX1qwT6
https://x.com/eldiarioes/status/2075587904319934470,2026-07-10,@eldiarioes,PSOE,beneficia,PP,perjudica,0.9,Óscar Puente ataca duramente a Tellado y la gestión autonómica.,"Puente, a Tellado: “¿Este pedazo de sinvergüenza está culpando al Gobierno de España del incendio de Almería?”

“¡Recortan los efectivos antiincendios y no son capaces de enviar el mensaje de Es-Alert!” https://t.co/wpddbpA13G https://t.co/45F0sobW7p"
https://x.com/europapress/status/2008189781738676330,2026-01-05,@europapress,Sumar,perjudica,ninguno,neutro,0.9,Noticia sobre una denuncia a un particular por declaraciones contra Sánchez.,❗ Un exsenador de Compromís denuncia al torero Fran Rivera ante la Fiscalía por sugerir a Trump que realice en España una operación similar a la de Venezuela y que capture también a Sánchez https://t.co/pNU8AsXrJi
